date,district,region,estate_name,address,block_name,floor,flat,saleable_area_sqm,price_hkd,price_per_sqft_hkd,transaction_type,year,month,quarter
2024-07-26,Islands,New Territories & Outlying Islands,HARBOUR VIEW,"156 Nathan Gardens, Islands",BLOCK C,6,34,65.3,3275400.0,50160.0,Resale,2024,7,3
2024-07-27,Sham Shui Po,Kowloon,JADE GARDEN,"186 Des Voeux Court, Sham Shui Po",BLOCK A,25,32,38.7,2631500.0,67998.0,Resale,2024,7,3
2024-07-27,Islands,New Territories & Outlying Islands,LILY MANSION,"156 Hennessy Path, Islands",BLOCK D,9,22,41.0,1814500.0,44256.0,Resale,2024,7,3
2024-07-27,Wan Chai,Hong Kong Island,LOTUS TOWER,"95 Queen Gardens, Wan Chai",BLOCK E,1,39,55.0,4942400.0,89861.0,Resale,2024,7,3
2024-07-27,Tai Po,New Territories & Outlying Islands,SKY TOWER,"176 Des Voeux Street, Tai Po",BLOCK D,19,16,46.8,1990200.0,42526.0,Resale,2024,7,3
2024-07-27,Kwai Tsing,New Territories & Outlying Islands,RIVERSIDE PALACE,"46 Hennessy Lane, Kwai Tsing",BLOCK A,7,19,64.9,3714600.0,57236.0,New Sale,2024,7,3
2024-07-27,Kwun Tong,Kowloon,SAPPHIRE TOWER,"163 Lockhart Path, Kwun Tong",BLOCK A,29,19,27.4,1466700.0,53531.0,Resale,2024,7,3
2024-07-27,Southern,Hong Kong Island,AMBER COURT,"35 Prince Avenue, Southern",BLOCK D,27,31,75.1,7626000.0,101544.0,Resale,2024,7,3
2024-07-27,Tai Po,New Territories & Outlying Islands,ROSE COURT,"91 Victoria Gardens, Tai Po",BLOCK A,17,7,30.7,1115800.0,36345.0,Resale,2024,7,3
2024-07-27,Tai Po,New Territories & Outlying Islands,SUNSHINE COURT,"31 Nathan Lane, Tai Po",BLOCK A,34,10,31.5,1399500.0,44430.0,Resale,2024,7,3
2024-07-27,Tuen Mun,New Territories & Outlying Islands,RIVERSIDE PALACE,"121 Nathan Road, Tuen Mun",BLOCK A,17,33,59.1,3695900.0,62536.0,Resale,2024,7,3
2024-07-27,Yau Tsim Mong,Kowloon,LOTUS TOWER,"26 Victoria Path, Yau Tsim Mong",BLOCK A,23,30,75.0,6324600.0,84328.0,New Sale,2024,7,3
2024-07-28,Kwai Tsing,New Territories & Outlying Islands,RUBY MANSION,"35 Prince Path, Kwai Tsing",BLOCK C,30,33,43.5,2519700.0,57925.0,Resale,2024,7,3
2024-07-28,Tuen Mun,New Territories & Outlying Islands,PEAK RESIDENCE,"116 Lockhart Street, Tuen Mun",BLOCK C,19,16,47.0,3983000.0,84744.0,Resale,2024,7,3
2024-07-28,Yuen Long,New Territories & Outlying Islands,JASMINE TERRACE,"90 King Street, Yuen Long",BLOCK F,10,2,69.5,6063700.0,87247.0,New Sale,2024,7,3
2024-07-28,Sai Kung,New Territories & Outlying Islands,THE VICTORIA,"143 Canton Street, Sai Kung",BLOCK E,40,14,76.9,3705400.0,48185.0,Resale,2024,7,3
2024-07-28,Islands,New Territories & Outlying Islands,EMERALD PLAZA,"137 Nathan Avenue, Islands",BLOCK B,10,9,72.6,4376800.0,60287.0,Resale,2024,7,3
2024-07-28,Wan Chai,Hong Kong Island,AMBER COURT,"56 Queen Gardens, Wan Chai",BLOCK F,40,12,44.8,3706800.0,82741.0,New Sale,2024,7,3
2024-07-28,Tsuen Wan,New Territories & Outlying Islands,DAISY GARDEN,"59 Queen Road, Tsuen Wan",BLOCK A,13,35,58.4,2365600.0,40506.0,Resale,2024,7,3
2024-07-28,North,New Territories & Outlying Islands,EMERALD PLAZA,"187 Lockhart Path, North",BLOCK F,30,37,27.1,1859100.0,68602.0,Resale,2024,7,3
2024-07-28,Southern,Hong Kong Island,JASMINE TERRACE,"47 Queen Lane, Southern",BLOCK E,31,32,27.3,2709400.0,99245.0,New Sale,2024,7,3
2024-07-28,Tsuen Wan,New Territories & Outlying Islands,JASMINE TERRACE,"176 Prince Lane, Tsuen Wan",BLOCK C,39,40,35.7,2144900.0,60081.0,Resale,2024,7,3
2024-07-28,Islands,New Territories & Outlying Islands,JASMINE TERRACE,"67 Nathan Path, Islands",BLOCK E,4,25,51.7,3211200.0,62112.0,Resale,2024,7,3
2024-07-28,Central & Western,Hong Kong Island,SUNFLOWER HEIGHTS,"38 Canton Street, Central & Western",BLOCK F,4,8,43.2,3684000.0,85278.0,New Sale,2024,7,3
2024-07-28,Yau Tsim Mong,Kowloon,DIAMOND HILL,"71 Prince Path, Yau Tsim Mong",BLOCK A,33,22,35.2,3080300.0,87508.0,Resale,2024,7,3
2024-07-28,Southern,Hong Kong Island,TULIP COURT,"96 Canton Lane, Southern",BLOCK E,2,28,73.8,6764000.0,91653.0,Resale,2024,7,3
2024-07-28,Yuen Long,New Territories & Outlying Islands,RIVERSIDE PALACE,"113 Prince Street, Yuen Long",BLOCK D,31,17,25.3,1464900.0,57902.0,Resale,2024,7,3
2024-07-28,Southern,Hong Kong Island,CRYSTAL HOUSE,"95 Lockhart Avenue, Southern",BLOCK E,16,4,76.4,7136500.0,93410.0,New Sale,2024,7,3
2024-07-29,Kowloon City,Kowloon,JADE GARDEN,"44 Hennessy Road, Kowloon City",BLOCK F,36,33,66.8,4090800.0,61240.0,New Sale,2024,7,3
2024-07-29,Yau Tsim Mong,Kowloon,PEAK RESIDENCE,"96 Canton Drive, Yau Tsim Mong",BLOCK C,22,12,78.5,5624300.0,71647.0,Resale,2024,7,3
2024-07-29,Sham Shui Po,Kowloon,LAGUNA CITY,"42 Canton Lane, Sham Shui Po",BLOCK E,12,15,33.6,2808400.0,83584.0,Resale,2024,7,3
2024-07-29,Yau Tsim Mong,Kowloon,ROSE COURT,"102 Prince Avenue, Yau Tsim Mong",BLOCK C,4,28,73.0,6230800.0,85354.0,Resale,2024,7,3
2024-07-29,Wan Chai,Hong Kong Island,EMERALD PLAZA,"63 Des Voeux Drive, Wan Chai",BLOCK A,8,35,28.0,2548100.0,91002.0,Resale,2024,7,3
2024-07-29,Tai Po,New Territories & Outlying Islands,SUNSHINE COURT,"91 Princess Street, Tai Po",BLOCK A,26,33,61.1,3039700.0,49750.0,Resale,2024,7,3
2024-07-29,Kwun Tong,Kowloon,AMBER COURT,"133 Canton Road, Kwun Tong",BLOCK A,35,1,31.0,2917900.0,94125.0,Resale,2024,7,3
2024-07-29,Yau Tsim Mong,Kowloon,LILY MANSION,"66 Des Voeux Street, Yau Tsim Mong",BLOCK C,31,21,47.8,3205900.0,67069.0,New Sale,2024,7,3
2024-07-29,Sham Shui Po,Kowloon,SUNSHINE COURT,"9 Prince Gardens, Sham Shui Po",BLOCK B,30,3,46.8,4077900.0,87135.0,Resale,2024,7,3
2024-07-29,Islands,New Territories & Outlying Islands,SUNSHINE COURT,"163 Canton Avenue, Islands",BLOCK B,5,23,38.4,1733100.0,45132.0,New Sale,2024,7,3
2024-07-29,Sham Shui Po,Kowloon,PEARL COURT,"96 King Avenue, Sham Shui Po",BLOCK C,15,33,69.0,5270400.0,76382.0,New Sale,2024,7,3
2024-07-29,Wan Chai,Hong Kong Island,DAISY GARDEN,"165 Victoria Path, Wan Chai",BLOCK A,5,36,77.4,7246600.0,93625.0,New Sale,2024,7,3
2024-07-29,Yau Tsim Mong,Kowloon,SUNSHINE COURT,"79 Canton Street, Yau Tsim Mong",BLOCK A,2,19,56.5,4538500.0,80327.0,New Sale,2024,7,3
2024-07-29,Yau Tsim Mong,Kowloon,OCEAN FRONT,"184 Nathan Path, Yau Tsim Mong",BLOCK B,34,7,45.6,2943700.0,64554.0,Resale,2024,7,3
2024-07-29,Wan Chai,Hong Kong Island,PEAK RESIDENCE,"110 Nathan Lane, Wan Chai",BLOCK B,13,23,76.8,7586200.0,98779.0,Resale,2024,7,3
2024-07-30,Central & Western,Hong Kong Island,RUBY MANSION,"27 Princess Court, Central & Western",BLOCK D,38,32,37.7,3554700.0,94289.0,Resale,2024,7,3
2024-07-30,Sham Shui Po,Kowloon,THE VICTORIA,"95 Victoria Path, Sham Shui Po",BLOCK F,38,25,49.1,2686200.0,54709.0,New Sale,2024,7,3
2024-07-30,Kwun Tong,Kowloon,LAGUNA CITY,"127 Hennessy Street, Kwun Tong",BLOCK F,5,40,78.8,5910600.0,75008.0,Resale,2024,7,3
2024-07-30,Southern,Hong Kong Island,LOTUS TOWER,"114 Nathan Gardens, Southern",BLOCK C,40,12,36.5,2723700.0,74621.0,Resale,2024,7,3
2024-07-30,Tsuen Wan,New Territories & Outlying Islands,AMBER COURT,"74 Victoria Avenue, Tsuen Wan",BLOCK F,30,16,57.2,3356200.0,58675.0,Resale,2024,7,3
2024-07-30,Sha Tin,New Territories & Outlying Islands,VIOLET TERRACE,"39 Hennessy Drive, Sha Tin",BLOCK C,26,14,60.6,3647300.0,60187.0,Resale,2024,7,3
2024-07-30,Sha Tin,New Territories & Outlying Islands,SAPPHIRE TOWER,"165 Hennessy Court, Sha Tin",BLOCK A,6,12,65.2,4195800.0,64352.0,Resale,2024,7,3
2024-07-30,Yuen Long,New Territories & Outlying Islands,HARBOUR VIEW,"82 Princess Lane, Yuen Long",BLOCK D,32,17,29.4,1880800.0,63974.0,New Sale,2024,7,3
2024-07-30,Tuen Mun,New Territories & Outlying Islands,VIOLET TERRACE,"22 Victoria Drive, Tuen Mun",BLOCK C,35,3,70.9,5518900.0,77841.0,Resale,2024,7,3
2024-07-30,Kowloon City,Kowloon,THE VICTORIA,"136 King Drive, Kowloon City",BLOCK D,16,11,63.0,4200200.0,66670.0,Resale,2024,7,3
2024-07-30,Southern,Hong Kong Island,RIVERSIDE PALACE,"196 Victoria Lane, Southern",BLOCK F,31,25,63.4,3906500.0,61617.0,Resale,2024,7,3
2024-07-30,Eastern,Hong Kong Island,MAGNOLIA PLACE,"139 Princess Avenue, Eastern",BLOCK E,5,6,72.1,6769000.0,93884.0,Resale,2024,7,3
2024-07-30,Eastern,Hong Kong Island,GOLDEN HEIGHTS,"167 Princess Gardens, Eastern",BLOCK E,11,3,28.3,2142700.0,75715.0,Resale,2024,7,3
2024-07-30,Tai Po,New Territories & Outlying Islands,SKY TOWER,"147 Nathan Lane, Tai Po",BLOCK C,18,23,25.4,1906900.0,75073.0,Resale,2024,7,3
2024-07-31,Eastern,Hong Kong Island,TULIP COURT,"84 Canton Street, Eastern",BLOCK D,5,38,50.3,4877700.0,96973.0,Resale,2024,7,3
2024-07-31,Islands,New Territories & Outlying Islands,OCEAN FRONT,"71 Princess Court, Islands",BLOCK A,26,25,29.5,2213100.0,75020.0,Resale,2024,7,3
2024-07-31,Wong Tai Sin,Kowloon,LILY MANSION,"193 Nathan Lane, Wong Tai Sin",BLOCK A,1,21,76.9,7042500.0,91580.0,Resale,2024,7,3
2024-07-31,Yau Tsim Mong,Kowloon,SUNSHINE COURT,"188 Princess Lane, Yau Tsim Mong",BLOCK B,17,37,30.6,2279500.0,74493.0,Resale,2024,7,3
2024-07-31,North,New Territories & Outlying Islands,ORCHID GARDEN,"167 Prince Gardens, North",BLOCK F,12,6,45.7,1609000.0,35207.0,Resale,2024,7,3
2024-07-31,Yau Tsim Mong,Kowloon,LAGUNA CITY,"175 Princess Lane, Yau Tsim Mong",BLOCK E,38,35,27.2,1683500.0,61894.0,Resale,2024,7,3
2024-07-31,Kwai Tsing,New Territories & Outlying Islands,SAPPHIRE TOWER,"187 Canton Court, Kwai Tsing",BLOCK B,21,1,51.1,2156700.0,42206.0,Resale,2024,7,3
2024-07-31,Wong Tai Sin,Kowloon,SKY TOWER,"89 Lockhart Lane, Wong Tai Sin",BLOCK E,4,34,48.0,4090800.0,85226.0,Resale,2024,7,3
2024-07-31,Wong Tai Sin,Kowloon,AMBER COURT,"184 Prince Court, Wong Tai Sin",BLOCK D,31,30,75.6,4510400.0,59661.0,Resale,2024,7,3
2024-07-31,Yau Tsim Mong,Kowloon,SKY TOWER,"27 Nathan Gardens, Yau Tsim Mong",BLOCK E,11,16,40.9,4035200.0,98661.0,Resale,2024,7,3
2024-07-31,North,New Territories & Outlying Islands,CRYSTAL HOUSE,"85 Lockhart Lane, North",BLOCK C,6,27,40.7,2515900.0,61815.0,Resale,2024,7,3
2024-07-31,Wong Tai Sin,Kowloon,LILY MANSION,"139 Des Voeux Court, Wong Tai Sin",BLOCK A,8,36,53.4,4587700.0,85912.0,Resale,2024,7,3
2024-07-31,Islands,New Territories & Outlying Islands,METROPOLIS PARK,"20 Victoria Court, Islands",BLOCK D,2,39,31.9,2534000.0,79435.0,Resale,2024,7,3
2024-07-31,Yuen Long,New Territories & Outlying Islands,THE VICTORIA,"83 Canton Gardens, Yuen Long",BLOCK C,36,36,65.6,3522600.0,53698.0,Resale,2024,7,3
2024-07-31,North,New Territories & Outlying Islands,LAGUNA CITY,"22 Lockhart Gardens, North",BLOCK C,24,4,41.7,2190900.0,52539.0,Resale,2024,7,3
2024-07-31,Islands,New Territories & Outlying Islands,SAPPHIRE TOWER,"142 King Drive, Islands",BLOCK C,2,38,44.2,1555000.0,35182.0,Resale,2024,7,3
2024-07-31,Central & Western,Hong Kong Island,EMERALD PLAZA,"169 Victoria Lane, Central & Western",BLOCK F,6,8,30.6,3011900.0,98429.0,Resale,2024,7,3
2024-07-31,Central & Western,Hong Kong Island,LAGUNA CITY,"31 Canton Gardens, Central & Western",BLOCK D,32,4,70.7,4881700.0,69048.0,New Sale,2024,7,3
2024-08-01,Central & Western,Hong Kong Island,DIAMOND HILL,"167 Princess Street, Central & Western",BLOCK F,16,38,43.1,4107800.0,95308.0,Resale,2024,8,3
2024-08-01,Wan Chai,Hong Kong Island,LILY MANSION,"169 Queen Avenue, Wan Chai",BLOCK D,1,19,48.0,3309700.0,68952.0,Resale,2024,8,3
2024-08-01,Sha Tin,New Territories & Outlying Islands,PEAK RESIDENCE,"134 Victoria Avenue, Sha Tin",BLOCK E,24,38,46.1,2160900.0,46875.0,Resale,2024,8,3
2024-08-01,Sham Shui Po,Kowloon,EMERALD PLAZA,"98 Lockhart Avenue, Sham Shui Po",BLOCK B,10,21,49.6,3478700.0,70136.0,New Sale,2024,8,3
2024-08-01,Sha Tin,New Territories & Outlying Islands,CRYSTAL HOUSE,"111 Nathan Road, Sha Tin",BLOCK B,37,18,62.7,4805100.0,76637.0,Resale,2024,8,3
2024-08-01,Central & Western,Hong Kong Island,RUBY MANSION,"168 Prince Gardens, Central & Western",BLOCK D,11,12,40.6,4905800.0,120833.0,Resale,2024,8,3
2024-08-01,Islands,New Territories & Outlying Islands,CRYSTAL HOUSE,"156 Des Voeux Avenue, Islands",BLOCK E,20,10,46.9,3253900.0,69380.0,New Sale,2024,8,3
2024-08-01,North,New Territories & Outlying Islands,MAGNOLIA PLACE,"188 Hennessy Court, North",BLOCK C,36,23,31.1,2457600.0,79024.0,New Sale,2024,8,3
2024-08-01,Wan Chai,Hong Kong Island,GOLDEN HEIGHTS,"87 Queen Street, Wan Chai",BLOCK C,16,5,63.9,6484600.0,101481.0,New Sale,2024,8,3
2024-08-01,Sham Shui Po,Kowloon,JASMINE TERRACE,"77 Canton Lane, Sham Shui Po",BLOCK A,16,5,79.5,6878300.0,86519.0,Resale,2024,8,3
2024-08-01,Tuen Mun,New Territories & Outlying Islands,PEARL COURT,"151 King Gardens, Tuen Mun",BLOCK C,40,6,44.2,2882500.0,65214.0,Resale,2024,8,3
2024-08-01,Wan Chai,Hong Kong Island,THE VICTORIA,"63 Victoria Street, Wan Chai",BLOCK A,24,36,76.8,7623400.0,99263.0,Resale,2024,8,3
2024-08-01,Sai Kung,New Territories & Outlying Islands,SUNSHINE COURT,"198 Queen Path, Sai Kung",BLOCK B,37,33,62.5,3569600.0,57114.0,Resale,2024,8,3
2024-08-02,Yuen Long,New Territories & Outlying Islands,SKY TOWER,"106 Hennessy Avenue, Yuen Long",BLOCK B,12,15,58.9,4016300.0,68188.0,Resale,2024,8,3
2024-08-02,Yau Tsim Mong,Kowloon,MAGNOLIA PLACE,"20 Queen Street, Yau Tsim Mong",BLOCK A,3,14,54.8,5679000.0,103631.0,Resale,2024,8,3
2024-08-02,Kwai Tsing,New Territories & Outlying Islands,RUBY MANSION,"61 Nathan Court, Kwai Tsing",BLOCK B,30,11,59.1,3664600.0,62007.0,Resale,2024,8,3
2024-08-02,Sha Tin,New Territories & Outlying Islands,DAISY GARDEN,"52 Queen Street, Sha Tin",BLOCK E,39,21,32.3,1841600.0,57017.0,Resale,2024,8,3
2024-08-02,Wan Chai,Hong Kong Island,RIVERSIDE PALACE,"161 King Path, Wan Chai",BLOCK D,21,33,43.2,3220200.0,74541.0,Resale,2024,8,3
2024-08-02,Sai Kung,New Territories & Outlying Islands,SAPPHIRE TOWER,"107 Hennessy Court, Sai Kung",BLOCK B,39,1,42.1,1989000.0,47245.0,Resale,2024,8,3
2024-08-02,Yau Tsim Mong,Kowloon,VIOLET TERRACE,"26 Nathan Gardens, Yau Tsim Mong",BLOCK D,29,4,28.5,1637400.0,57451.0,Resale,2024,8,3
2024-08-02,Eastern,Hong Kong Island,DIAMOND HILL,"45 Des Voeux Lane, Eastern",BLOCK B,9,7,32.1,3610900.0,112489.0,Resale,2024,8,3
2024-08-02,North,New Territories & Outlying Islands,ORCHID GARDEN,"194 Queen Street, North",BLOCK C,19,39,54.2,4036500.0,74475.0,New Sale,2024,8,3
2024-08-02,Sha Tin,New Territories & Outlying Islands,CRYSTAL HOUSE,"194 Princess Court, Sha Tin",BLOCK C,27,36,29.0,2427200.0,83698.0,Resale,2024,8,3
2024-08-02,Central & Western,Hong Kong Island,AMBER COURT,"16 Prince Drive, Central & Western",BLOCK E,36,16,73.8,8766500.0,118787.0,Resale,2024,8,3
2024-08-02,North,New Territories & Outlying Islands,JADE GARDEN,"193 Canton Court, North",BLOCK D,17,34,49.3,2513200.0,50978.0,Resale,2024,8,3
2024-08-02,Kwai Tsing,New Territories & Outlying Islands,DAISY GARDEN,"30 Prince Drive, Kwai Tsing",BLOCK E,9,32,54.0,3037300.0,56246.0,Resale,2024,8,3
2024-08-02,Sha Tin,New Territories & Outlying Islands,METROPOLIS PARK,"51 Hennessy Gardens, Sha Tin",BLOCK F,18,5,60.9,3262400.0,53570.0,Resale,2024,8,3
2024-08-02,Wong Tai Sin,Kowloon,PEARL COURT,"47 Canton Road, Wong Tai Sin",BLOCK A,30,29,34.5,2642300.0,76588.0,Resale,2024,8,3
2024-08-02,Tsuen Wan,New Territories & Outlying Islands,LOTUS TOWER,"117 Nathan Lane, Tsuen Wan",BLOCK D,40,12,47.8,2643400.0,55301.0,Resale,2024,8,3
2024-08-02,Yau Tsim Mong,Kowloon,CRYSTAL HOUSE,"18 Hennessy Lane, Yau Tsim Mong",BLOCK D,10,25,46.9,4493700.0,95815.0,Resale,2024,8,3
2024-08-02,Sham Shui Po,Kowloon,LILY MANSION,"6 Princess Path, Sham Shui Po",BLOCK D,32,29,59.3,3567600.0,60162.0,Resale,2024,8,3
2024-08-02,Yuen Long,New Territories & Outlying Islands,TULIP COURT,"140 Hennessy Lane, Yuen Long",BLOCK A,27,28,68.7,2454700.0,35731.0,Resale,2024,8,3
2024-08-02,Tai Po,New Territories & Outlying Islands,GOLDEN HEIGHTS,"166 Des Voeux Road, Tai Po",BLOCK F,20,36,47.5,2371300.0,49922.0,Resale,2024,8,3
2024-08-03,Sha Tin,New Territories & Outlying Islands,JADE GARDEN,"48 Canton Path, Sha Tin",BLOCK D,3,4,44.0,2570100.0,58412.0,New Sale,2024,8,3
2024-08-03,Tsuen Wan,New Territories & Outlying Islands,PEAK RESIDENCE,"10 Princess Court, Tsuen Wan",BLOCK D,11,12,47.8,2033800.0,42548.0,Resale,2024,8,3
2024-08-03,Wan Chai,Hong Kong Island,MAGNOLIA PLACE,"17 Victoria Lane, Wan Chai",BLOCK F,31,13,69.1,4204000.0,60840.0,Resale,2024,8,3
2024-08-03,Kowloon City,Kowloon,EMERALD PLAZA,"48 Canton Road, Kowloon City",BLOCK F,20,3,54.8,3433200.0,62650.0,New Sale,2024,8,3
2024-08-03,Yuen Long,New Territories & Outlying Islands,RUBY MANSION,"63 Victoria Street, Yuen Long",BLOCK C,38,6,26.2,1735300.0,66233.0,Resale,2024,8,3
2024-08-03,Tuen Mun,New Territories & Outlying Islands,PEAK RESIDENCE,"47 Lockhart Path, Tuen Mun",BLOCK D,34,28,73.9,4641100.0,62803.0,Resale,2024,8,3
2024-08-03,Sha Tin,New Territories & Outlying Islands,DIAMOND HILL,"5 Des Voeux Road, Sha Tin",BLOCK C,25,28,26.2,1126600.0,43001.0,Resale,2024,8,3
2024-08-03,Tsuen Wan,New Territories & Outlying Islands,JADE GARDEN,"35 Des Voeux Drive, Tsuen Wan",BLOCK C,28,26,48.9,2199700.0,44984.0,Resale,2024,8,3
2024-08-03,Islands,New Territories & Outlying Islands,GOLDEN HEIGHTS,"36 Des Voeux Drive, Islands",BLOCK C,40,38,31.0,1923200.0,62038.0,Resale,2024,8,3
2024-08-03,Tsuen Wan,New Territories & Outlying Islands,VIOLET TERRACE,"184 Canton Drive, Tsuen Wan",BLOCK D,22,25,73.7,4023500.0,54593.0,Resale,2024,8,3
2024-08-03,Kowloon City,Kowloon,LOTUS TOWER,"79 Des Voeux Gardens, Kowloon City",BLOCK F,34,35,57.0,4378900.0,76822.0,Resale,2024,8,3
2024-08-04,North,New Territories & Outlying Islands,RIVERSIDE PALACE,"128 Des Voeux Gardens, North",BLOCK D,24,39,59.1,2537900.0,42942.0,Resale,2024,8,3
2024-08-04,Sham Shui Po,Kowloon,JADE GARDEN,"165 Victoria Avenue, Sham Shui Po",BLOCK F,38,11,46.4,3590700.0,77386.0,Resale,2024,8,3
2024-08-04,Tsuen Wan,New Territories & Outlying Islands,RUBY MANSION,"41 Prince Avenue, Tsuen Wan",BLOCK E,19,22,36.0,2273800.0,63161.0,Resale,2024,8,3
2024-08-04,Kwun Tong,Kowloon,CRYSTAL HOUSE,"143 Nathan Lane, Kwun Tong",BLOCK E,31,22,38.5,3279000.0,85169.0,Resale,2024,8,3
2024-08-04,Tsuen Wan,New Territories & Outlying Islands,SKY TOWER,"193 Hennessy Road, Tsuen Wan",BLOCK C,29,7,58.9,3011800.0,51134.0,Resale,2024,8,3
2024-08-04,Sai Kung,New Territories & Outlying Islands,HARBOUR VIEW,"78 Lockhart Lane, Sai Kung",BLOCK D,36,30,37.3,2021700.0,54200.0,Resale,2024,8,3
2024-08-04,Southern,Hong Kong Island,TULIP COURT,"36 Hennessy Lane, Southern",BLOCK D,14,40,52.8,5554100.0,105192.0,New Sale,2024,8,3
2024-08-04,Sham Shui Po,Kowloon,METROPOLIS PARK,"129 Queen Street, Sham Shui Po",BLOCK C,28,8,59.0,3593100.0,60900.0,Resale,2024,8,3
2024-08-04,Wong Tai Sin,Kowloon,SUNFLOWER HEIGHTS,"125 Princess Street, Wong Tai Sin",BLOCK C,24,15,27.4,2479100.0,90478.0,Resale,2024,8,3
2024-08-04,Sai Kung,New Territories & Outlying Islands,RIVERSIDE PALACE,"57 Princess Avenue, Sai Kung",BLOCK D,25,21,70.1,5186700.0,73990.0,Resale,2024,8,3
2024-08-04,Kowloon City,Kowloon,SUNFLOWER HEIGHTS,"3 Victoria Drive, Kowloon City",BLOCK C,10,11,57.6,4671900.0,81109.0,New Sale,2024,8,3
2024-08-04,Central & Western,Hong Kong Island,CRYSTAL HOUSE,"51 Victoria Court, Central & Western",BLOCK D,5,9,61.9,6179000.0,99823.0,Resale,2024,8,3
2024-08-04,Central & Western,Hong Kong Island,PEAK RESIDENCE,"122 King Path, Central & Western",BLOCK D,30,11,40.5,3175400.0,78405.0,Resale,2024,8,3
2024-08-04,North,New Territories & Outlying Islands,EMERALD PLAZA,"22 Lockhart Road, North",BLOCK D,26,17,42.2,2120800.0,50256.0,Resale,2024,8,3
2024-08-04,Kwun Tong,Kowloon,TULIP COURT,"198 Victoria Court, Kwun Tong",BLOCK A,27,22,27.0,2263900.0,83848.0,Resale,2024,8,3
2024-08-04,Kwun Tong,Kowloon,ORCHID GARDEN,"169 Queen Path, Kwun Tong",BLOCK A,40,29,42.9,3694700.0,86123.0,Resale,2024,8,3
2024-08-04,Wong Tai Sin,Kowloon,CRYSTAL HOUSE,"176 Nathan Drive, Wong Tai Sin",BLOCK F,30,21,71.3,5871800.0,82354.0,New Sale,2024,8,3
2024-08-04,Yau Tsim Mong,Kowloon,SUNSHINE COURT,"28 Queen Avenue, Yau Tsim Mong",BLOCK B,23,33,25.8,1441600.0,55877.0,Resale,2024,8,3
2024-08-05,North,New Territories & Outlying Islands,LAGUNA CITY,"87 Des Voeux Path, North",BLOCK A,2,3,26.1,1591400.0,60972.0,Resale,2024,8,3
2024-08-05,Sai Kung,New Territories & Outlying Islands,SKY TOWER,"98 Canton Avenue, Sai Kung",BLOCK D,6,14,63.0,3607200.0,57257.0,Resale,2024,8,3
2024-08-05,North,New Territories & Outlying Islands,LAGUNA CITY,"147 Queen Path, North",BLOCK B,40,6,53.1,3457600.0,65114.0,Resale,2024,8,3
2024-08-05,Tai Po,New Territories & Outlying Islands,SAPPHIRE TOWER,"156 Lockhart Drive, Tai Po",BLOCK C,38,15,49.7,1897300.0,38176.0,New Sale,2024,8,3
2024-08-05,Tsuen Wan,New Territories & Outlying Islands,METROPOLIS PARK,"100 Canton Avenue, Tsuen Wan",BLOCK A,30,31,43.4,2486200.0,57285.0,Resale,2024,8,3
2024-08-05,Sham Shui Po,Kowloon,GOLDEN HEIGHTS,"67 Des Voeux Lane, Sham Shui Po",BLOCK A,32,23,56.8,4762300.0,83844.0,New Sale,2024,8,3
2024-08-05,Sha Tin,New Territories & Outlying Islands,SKY TOWER,"137 Princess Street, Sha Tin",BLOCK F,34,6,50.0,2704700.0,54094.0,Resale,2024,8,3
2024-08-05,Eastern,Hong Kong Island,LOTUS TOWER,"115 Princess Lane, Eastern",BLOCK C,30,38,61.4,4396400.0,71602.0,Resale,2024,8,3
2024-08-06,Sai Kung,New Territories & Outlying Islands,SUNFLOWER HEIGHTS,"106 Nathan Road, Sai Kung",BLOCK B,39,19,76.4,2951000.0,38626.0,New Sale,2024,8,3
2024-08-06,Tai Po,New Territories & Outlying Islands,SUNSHINE COURT,"50 Lockhart Lane, Tai Po",BLOCK C,40,33,54.7,2345300.0,42876.0,Resale,2024,8,3
2024-08-06,Wong Tai Sin,Kowloon,JASMINE TERRACE,"18 Nathan Lane, Wong Tai Sin",BLOCK D,18,31,31.9,2781200.0,87185.0,New Sale,2024,8,3
2024-08-06,Wan Chai,Hong Kong Island,SUNSHINE COURT,"141 Canton Drive, Wan Chai",BLOCK D,9,25,37.0,3756700.0,101532.0,Resale,2024,8,3
2024-08-06,Wan Chai,Hong Kong Island,LAGUNA CITY,"94 Queen Street, Wan Chai",BLOCK C,24,19,39.1,3213000.0,82173.0,New Sale,2024,8,3
2024-08-06,Kwai Tsing,New Territories & Outlying Islands,ROSE COURT,"55 Des Voeux Gardens, Kwai Tsing",BLOCK F,30,15,76.6,6386600.0,83376.0,Resale,2024,8,3
2024-08-06,Kwun Tong,Kowloon,LAGUNA CITY,"16 Nathan Court, Kwun Tong",BLOCK A,15,28,45.0,3019000.0,67089.0,Resale,2024,8,3
2024-08-06,Sham Shui Po,Kowloon,CRYSTAL HOUSE,"27 Des Voeux Lane, Sham Shui Po",BLOCK D,31,37,44.3,3672900.0,82909.0,Resale,2024,8,3
2024-08-06,North,New Territories & Outlying Islands,JADE GARDEN,"41 Queen Street, North",BLOCK F,18,33,50.4,3860600.0,76599.0,Resale,2024,8,3
2024-08-06,North,New Territories & Outlying Islands,JADE GARDEN,"84 Nathan Court, North",BLOCK C,7,12,39.0,1653300.0,42392.0,Resale,2024,8,3
